x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89617.4785604022,43148.7394009595,0,0,0,0.881749785717175,0.471717410520023,8.33333333333333
89617.0843075872,43149.3295976689,0,0,0,0.880730914543991,0.473616993114167,8.33333333333333
89616.6922561936,43149.9213059529,0,0,0,0.879358367324192,0.476160542062162,8.33333333333333
89616.3028946255,43150.5148720126,0,0,0,0.877517124982393,0.479545300636588,8.33333333333333
89615.9173748271,43151.1109908559,0,0,0,0.875078967081786,0.483980166299276,8.33333333333333
89615.5377857168,43151.7108500351,0,0,0,0.871896542595457,0.489690125497838,8.33333333333333
89615.1662869908,43152.315674309,0,0,0,0.867810550355895,0.496895208963619,8.33333333333333
89614.8050396742,43152.9266887292,0,0,0,0.862646971213626,0.505806487755898,8.33333333333333
89614.4566480558,43153.5452161723,0,0,0,0.856210902229446,0.516626451997415,8.33333333333333
89614.1247998267,43154.1728186124,0,0,0,0.848278725841167,0.529550000741465,8.33333333333333
89613.813345117,43154.8110938722,0,0,0,0.838597073396402,0.544752189982739,8.33333333333333
89613.5261340563,43155.4616397748,0,0,0,0.826878294349146,0.562380908579094,8.33333333333333
89613.2673273896,43156.1255744231,0,0,0,0.812863058214914,0.582454846824625,8.33333333333333
89613.0424787552,43156.8018647072,0,0,0,0.796573944866739,0.604541107253627,8.33333333333333
89612.8575320683,43157.4888747664,0,0,0,0.778141025543273,0.628089598995608,8.33333333333333
89612.7184312632,43158.1849687104,0,0,0,0.757733056271669,0.652564644639284,8.33333333333333
89612.6306322208,43158.8884572198,0,0,0,0.73550582035724,0.677518404340889,8.33333333333333
89612.5955777727,43159.5972116538,0,0,0,0.711150709681869,0.703039592141846,8.33333333333333
89612.6127399357,43160.3088876196,0,0,0,0.684072006357481,0.729414484444921,8.33333333333333
89612.6815770829,43161.0211392311,0,0,0,0.653605228177983,0.7568356530307,8.33333333333333
89612.8018198143,43161.731295311,0,0,0,0.619036548675953,0.785362178490513,8.33333333333333
89612.9781807681,43162.4307315067,0,0,0,0.579958866600968,0.814645759241967,8.33333333333333
89613.2197331471,43163.1056129065,0,0,0,0.536296547012836,0.844029628426697,8.33333333333333
89613.5356973941,43163.741928658,0,0,0,0.488037620579605,0.872822594173064,8.33333333333333
89613.9350841016,43164.3257712687,0,0,0,0.435243079998205,0.90031297964301,8.33333333333333
89614.4175345403,43164.8478480361,0,0,0,0.378443176229335,0.925624525585538,8.33333333333333
89614.969767666,43165.3052310479,0,0,0,0.318845291128398,0.947806773728299,8.33333333333333
89615.5775588789,43165.6954571328,0,0,0,0.257850605287664,0.966184798758905,8.33333333333333
89616.2267051212,43166.016044977,0,0,0,0.196963922590695,0.98041073698613,8.33333333333333
89616.9048963347,43166.2629189568,0,0,0,0.136987201841265,0.990572817379773,8.33333333333333
89617.6031666876,43166.4291868964,0,0,0,0.0773550129802932,0.997003611812324,8.33333333333333
89618.3128919392,43166.5076689274,0,0,0,0.0173177894419454,0.999850035839798,8.33333333333333
89619.0254472392,43166.4911882805,0,0,0,-0.0438877875195166,0.99903646685526,8.33333333333333
89619.7314991514,43166.3761695942,0,0,0,-0.10618384052219,0.994346515059996,8.33333333333333
89620.4196392329,43166.1695837937,0,0,0,-0.167081024638866,0.985943168344721,8.33333333333333
89621.0780812,43165.8803221904,0,0,0,-0.223743122431306,0.974648149418389,8.33333333333333
89621.695038769,43165.517276096,0,0,0,-0.273508580706499,0.961869563028125,8.33333333333333
89622.2623765257,43165.0902911681,0,0,0,-0.314544348307618,0.949242778717719,8.33333333333333
89622.7877349836,43164.6133369295,0,0,0,-0.347811522325294,0.937564475083053,8.33333333333333
89623.2830149077,43164.1014965431,0,0,0,-0.374953657178577,0.927043556133373,8.33333333333333
89623.7601171297,43163.5698531893,0,0,0,-0.39754472648035,0.917582797597941,8.33333333333333
89624.2296662475,43163.0321248389,0,0,0,-0.417037189716089,0.908889422533735,8.33333333333333
89624.6906824833,43162.4896160626,0,0,0,-0.434327277859606,0.900755136375622,8.33333333333333
89625.1359938808,43161.9370075519,0,0,0,-0.450014601207606,0.8930211972288,8.33333333333333
89625.5583704608,43161.3689179297,0,0,0,-0.464676230731241,0.885480660767589,8.33333333333333
89625.9509721998,43160.7802633589,0,0,0,-0.478839476787002,0.877902474919823,8.33333333333333
89626.3140791283,43160.1713926664,0,0,0,-0.492451438757837,0.870339922366736,8.33333333333333
89626.6541943079,43159.5474029074,0,0,0,-0.504973635452279,0.86313476786543,8.33333333333333
89626.9780303315,43158.9135510113,0,0,0,-0.515869203867166,0.856667359306666,8.33333333333333
89627.2922506461,43158.2750532297,0,0,0,-0.524626575986466,0.851332459012763,8.33333333333333
89627.6009691255,43157.6350155513,0,0,0,-0.531300240483441,0.847183601388883,8.33333333333333
89627.9045616891,43156.9934500875,0,0,0,-0.536752072368176,0.843740014938529,8.33333333333333
89628.2031064732,43156.3501224769,0,0,0,-0.541890426620121,0.840449145122692,8.33333333333333
89628.4966790704,43155.7047972738,0,0,0,-0.547607163622608,0.836735558195779,8.33333333333333
89628.7842247533,43155.0567571624,0,0,0,-0.554134807964864,0.832426942501108,8.33333333333333
89629.0617853352,43154.4040470467,0,0,0,-0.560056542765723,0.828454385530855,8.33333333333333
89629.3249428971,43153.7445158404,0,0,0,-0.563721921623917,0.825964645175953,8.33333333333333
89629.5692795198,43153.0760124575,0,0,0,-0.563492311026067,0.826121307929109,8.33333333333333
89629.7941848111,43152.3982841201,0,0,0,-0.558203183990965,0.829704287913681,8.33333333333333
89630.0171377068,43151.7200967969,0,0,0,-0.549031368038979,0.835801744978585,8.33333333333333
89630.2609835903,43151.0528919917,0,0,0,-0.537869244849763,0.843028276776494,8.33333333333333
89630.548568697,43150.4081116328,0,0,0,-0.526661535801356,0.850075071218629,8.33333333333333
89630.898898029,43149.7952385011,0,0,0,-0.517317313936096,0.855793664794232,8.33333333333333
89631.2962058502,43149.2060212244,0,0,0,-0.510885604656106,0.859648706714065,8.33333333333333
89631.7062398489,43148.6227797055,0,0,0,-0.507935233165254,0.861395262878407,8.33333333333333
89632.0945766385,43148.0277465931,0,0,0,-0.509011155685556,0.860759922038459,8.33333333333333
89632.4286742785,43147.4041318091,0,0,0,-0.514515308580308,0.857481193517683,8.33333333333333
89632.7102337973,43146.7529319751,0,0,0,-0.522804624541186,0.852452535076499,8.33333333333333
89632.9708265672,43146.0906591563,0,0,0,-0.530512863883718,0.847676884935466,8.33333333333333
89633.2430135997,43145.4343391959,0,0,0,-0.534285392599974,0.845304157835682,8.33333333333333
89633.5486864593,43144.7952221605,0,0,0,-0.531943367818464,0.846779932115748,8.33333333333333
89633.8795192691,43144.1682002687,0,0,0,-0.524532762275895,0.851390263803398,8.33333333333333
89634.2218737676,43143.5452899437,0,0,0,-0.513643929664246,0.858003446099764,8.33333333333333
89634.5622503173,43142.9186027984,0,0,0,-0.500874268478612,0.865520055906283,8.33333333333333
89634.8972304865,43142.2871729722,0,0,0,-0.487028626855411,0.873386006656469,8.33333333333333
89635.2401303146,43141.661525772,0,0,0,-0.471532357953413,0.881848759937266,8.33333333333333
89635.6058432159,43141.053269651,0,0,0,-0.45365429319259,0.891177750096989,8.33333333333333
89636.0092626048,43140.4740130622,0,0,0,-0.432631486736355,0.901570849508951,8.33333333333333
89636.4636444426,43139.9343222001,0,0,0,-0.407781467245075,0.913079555663938,8.33333333333333
89636.9673606037,43139.4352893589,0,0,0,-0.379467417495727,0.92520510107712,8.33333333333333
89637.5108427507,43138.9729527924,0,0,0,-0.348662105536023,0.937248492217078,8.33333333333333
89638.0844482089,43138.5433034379,0,0,0,-0.316405428668668,0.948624058681307,8.33333333333333
89638.6787448496,43138.1425959331,0,0,0,-0.283726106320077,0.958905363731191,8.33333333333333
89639.2907018523,43137.7751022977,0,0,0,-0.249536929948989,0.96836528262409,8.33333333333333
89639.9246980533,43137.4543748499,0,0,0,-0.21018489937815,0.977661653167085,8.33333333333333
89640.5855258581,43137.1944838867,0,0,0,-0.161758830639007,0.986830320121094,8.33333333333333
89641.2759825548,43137.0093123967,0,0,0,-0.101157247705706,0.994870449474004,8.33333333333333
89641.9853757661,43136.9114769121,0,0,0,-0.0313787030667491,0.999507567251919,8.33333333333333
89642.6974255678,43136.9130693868,0,0,0,0.041805826114575,0.999125754298666,8.33333333333333
89643.3969572407,43137.0235569165,0,0,0,0.112929975661956,0.993602949168827,8.33333333333333
89644.0766025983,43137.234173229,0,0,0,0.179744809421994,0.983713273004818,8.33333333333333
89644.7323080356,43137.528410333,0,0,0,0.241464708268673,0.970409601488322,8.33333333333333
89645.3588332648,43137.8909300534,0,0,0,0.297803716338923,0.95462712434475,8.33333333333333
89645.9396746805,43138.3176505005,0,0,0,0.351930336739587,0.936026195190263,8.33333333333333
89646.4521576962,43138.8106569124,0,0,0,0.408598498568041,0.912714230725007,8.33333333333333
89646.8738589991,43139.3719627424,0,0,0,0.471926556591317,0.881637865103276,8.33333333333333
89647.1991759786,43139.996363491,0,0,0,0.540102707799242,0.841599111826959,8.33333333333333
89647.4474643318,43140.6679447682,0,0,0,0.604046099320182,0.796949377248061,8.33333333333333
89647.6400786763,43141.3699299961,0,0,0,0.655762791843783,0.754966993207814,8.33333333333333
89647.7897605033,43142.0875753481,0,0,0,0.691928502119178,0.721966029640669,8.33333333333333
89647.8877479307,43142.8112119273,0,0,0,0.716840594838534,0.697237091376769,8.33333333333333
89647.9219786323,43143.5319497618,0,0,0,0.735123295180891,0.677933433961173,8.33333333333333
89647.880390282,43144.24089888,0,0,0,0.750796189959609,0.660533936404584,8.33333333333333
89647.7509205539,43144.92916931,0,0,0,0.767453756553796,0.641104306296149,8.33333333333333
89647.5241675857,43145.5890241897,0,0,0,0.78786406670779,0.615849179905813,8.33333333333333
89647.2171972667,43146.224198421,0,0,0,0.810504467352326,0.585732454625764,8.33333333333333
89646.8622474967,43146.8450028227,0,0,0,0.831926951066949,0.554885166578139,8.33333333333333
89646.4917357882,43147.461826062,0,0,0,0.849289025831127,0.527928168033128,8.33333333333333
89646.1369359456,43148.0846565997,0,0,0,0.860412061594698,0.509598944526342,8.33333333333333
89645.8062578002,43148.7154823289,0,0,0,0.865698255660758,0.500566209552664,8.33333333333333
89645.4870098745,43149.3489073676,0,0,0,0.867472544298227,0.497485059965382,8.33333333333333
89645.1657102274,43149.9792592346,0,0,0,0.867907390845153,0.496726042116134,8.33333333333333
89644.8288800723,43150.6008666786,0,0,0,0.869108280454424,0.494621872591128,8.33333333333333
89644.4668631039,43151.2095488961,0,0,0,0.872585696753306,0.488461054559672,8.33333333333333
89644.0812493285,43151.8055102035,0,0,0,0.878154821946012,0.478376534429698,8.33333333333333
89643.6756866823,43152.3897573376,0,0,0,0.885303091809732,0.465014446691851,8.33333333333333
89643.2538231011,43152.9632970351,0,0,0,0.893518875034974,0.449025633963401,8.33333333333333
89642.8186221879,43153.5266249616,0,0,0,0.90224808251816,0.431217343798117,8.33333333333333
89642.3676103005,43154.0761761575,0,0,0,0.910485181359623,0.413541696234533,8.33333333333333
89641.8957199167,43154.6064485108,0,0,0,0.91714337704505,0.398557431171973,8.33333333333333
89641.3978675688,43155.1119280137,0,0,0,0.921284468487003,0.388889352032965,8.33333333333333
89640.8734810943,43155.591508975,0,0,0,0.922351656098414,0.386351423567344,8.33333333333333
89640.3388064301,43156.0605198634,0,0,0,0.92096395389012,0.389647784075667,8.33333333333333
89639.8140078548,43156.538118038,0,0,0,0.917937167494249,0.396725795143996,8.33333333333333
89639.3190469782,43157.0432706396,0,0,0,0.914079053795772,0.405536044528506,8.33333333333333
89638.8612746466,43157.5831088019,0,0,0,0.91008033066946,0.414431890337321,8.33333333333333
89638.4282314263,43158.1461704438,0,0,0,0.906415598563489,0.422386982139355,8.33333333333333
89638.0057225877,43158.7193647982,0,0,0,0.903568919045371,0.428442771598704,8.33333333333333
89637.579560023,43159.2896071852,0,0,0,0.902041101782626,0.431650148493877,8.33333333333333
89637.1399025562,43159.8478089565,0,0,0,0.902083976153652,0.431560540326404,8.33333333333333
89636.6887555346,43160.3957716927,0,0,0,0.903264115985728,0.429084999472741,8.33333333333333
89636.2301236064,43160.9371348845,0,0,0,0.905024185805979,0.425360109914206,8.33333333333333
89635.7680114197,43161.4755380221,0,0,0,0.90681592811825,0.421526834864682,8.33333333333333
89635.3057861654,43162.0140345965,0,0,0,0.908190767807916,0.418556482769612,8.33333333333333
89634.8435880716,43162.5527116263,0,0,0,0.909124805018714,0.416523815525218,8.33333333333333
89634.3805386576,43163.0907196544,0,0,0,0.909722080087479,0.415217698323795,8.33333333333333
89633.9157590525,43163.6272088655,0,0,0,0.910083320607187,0.414425324458576,8.33333333333333
89633.4485026424,43164.1614552316,0,0,0,0.910293900659531,0.413962576112933,8.33333333333333
89632.9793009336,43164.6939503287,0,0,0,0.910308406689214,0.413930676213958,8.33333333333333
89632.509401541,43165.2258668142,0,0,0,0.910008013812048,0.414590659322966,8.33333333333333
89632.040059967,43165.7583848471,0,0,0,0.90927107857182,0.416204403716298,8.33333333333333
89631.5725521036,43166.2926938569,0,0,0,0.907980319715504,0.419012814850967,8.33333333333333
89631.1086173313,43166.8301940005,0,0,0,0.906212091746581,0.422823420321398,8.33333333333333
89630.6504555028,43167.3724947912,0,0,0,0.904243573005293,0.427017049634579,8.33333333333333
89630.2002862572,43167.9212147381,0,0,0,0.902370626174138,0.430960848590791,8.33333333333333
89629.7603037254,43168.4779530103,0,0,0,0.9008994692991,0.434027817330409,8.33333333333333
89629.3300114087,43169.0422687496,0,0,0,0.900104244923888,0.435674589883318,8.33333333333333
89628.9038876169,43169.6099110131,0,0,0,0.90018522577156,0.435507243685574,8.33333333333333
89628.475860318,43170.1762115905,0,0,0,0.901324940667623,0.43314356895896,8.33333333333333
89628.0398579231,43170.7365025528,0,0,0,0.903687470487204,0.428192661875981,8.33333333333333
89627.5911264817,43171.2869535583,0,0,0,0.907245267869438,0.42060197803685,8.33333333333333
89627.1291295842,43171.8264152403,0,0,0,0.911436956840241,0.411439757079698,8.33333333333333
89626.6541729035,43172.3542735211,0,0,0,0.915632540796526,0.402016231307266,8.33333333333333
89626.1665621177,43172.8699143302,0,0,0,0.919253895728333,0.393665181579832,8.33333333333333
89625.667185607,43173.3735536005,0,0,0,0.921840270854261,0.387570013070339,8.33333333333333
89625.1591204573,43173.8685248656,0,0,0,0.923215728763891,0.384282081501282,8.33333333333333
89624.6459575465,43174.3588935061,0,0,0,0.923251639929154,0.38419579561485,8.33333333333333
89624.1312877522,43174.8487249026,0,0,0,0.921788708369638,0.387692632277471,8.33333333333333
89623.6189454706,43175.3422134209,0,0,0,0.918616242240155,0.395150856626399,8.33333333333333
89623.115836665,43175.8451803519,0,0,0,0.91337549255019,0.407118176465626,8.33333333333333
89622.6309695636,43176.364560499,0,0,0,0.905553650054569,0.424231760801624,8.33333333333333
89622.1733932721,43176.9073103173,0,0,0,0.894503382476103,0.447061180084797,8.33333333333333
89621.7521418572,43177.480312081,0,0,0,0.879415767658043,0.476054521661558,8.33333333333333
89621.3754134294,43178.0863247134,0,0,0,0.859863561980465,0.5105239022595,8.33333333333333
89621.0501471695,43178.7218974687,0,0,0,0.836318961122086,0.548243189896304,8.33333333333333
89620.7831781528,43179.3830661033,0,0,0,0.809606258360584,0.586973343878047,8.33333333333333
89620.5812962098,43180.0658524577,0,0,0,0.780878149767485,0.624683371969919,8.33333333333333
89620.4488288575,43180.7655210578,0,0,0,0.750751557944003,0.66058466394903,8.33333333333333
89620.3864254863,43181.4762051772,0,0,0,0.718592585853997,0.695431301823312,8.33333333333333
89620.3944347361,43182.1919455899,0,0,0,0.683501645009831,0.729948971688333,8.33333333333333
89620.4732064348,43182.9067791145,0,0,0,0.64442033250225,0.764671455631561,8.33333333333333
89620.6236869859,43183.6127571833,0,0,0,0.600661614542544,0.799503361353249,8.33333333333333
89620.8483853102,43184.2967312109,0,0,0,0.55291781385291,0.833235795632976,8.33333333333333
89621.1500630119,43184.9447116891,0,0,0,0.502308439958918,0.864688516834841,8.33333333333333
89621.5314816952,43185.5427091095,0,0,0,0.450158006609198,0.892948917399888,8.33333333333333
89621.9927993141,43186.0793663491,0,0,0,0.397704764229139,0.917513444320815,8.33333333333333
89622.5233716093,43186.5542477167,0,0,0,0.345206527898485,0.938526746074012,8.33333333333333
89623.1097532862,43186.9697494699,0,0,0,0.29261204303745,0.956231244139957,8.33333333333333
89623.7384990451,43187.3282678716,0,0,0,0.239828848537686,0.970815184990989,8.33333333333333
89624.3967597573,43187.6312164206,0,0,0,0.186915354120712,0.982376022912779,8.33333333333333
89625.0758986027,43187.8730647903,0,0,0,0.13521252291255,0.990816619585897,8.33333333333333
89625.7690934885,43188.0452911484,0,0,0,0.0866410056914463,0.996239597753861,8.33333333333333
89626.4695294244,43188.1393619543,0,0,0,0.0431155324642665,0.999070093066709,8.33333333333333
89627.1707304872,43188.1479596,0,0,0,0.00626652621447683,0.999980365131838,8.33333333333333
89627.8709319559,43188.0806613724,0,0,0,-0.0256818486660128,0.999670166929621,8.33333333333333
89628.5718190243,43187.9594163364,0,0,0,-0.0569935121611819,0.998374548739867,8.33333333333333
89629.2751559931,43187.8064572437,0,0,0,-0.0919782891538881,0.995761012655308,8.33333333333333
89629.9823682194,43187.6432012973,0,0,0,-0.134713164646226,0.990884636711559,8.33333333333333
89630.6849835714,43187.467250899,0,0,0,-0.184272703729264,0.982875155175014,8.33333333333333
89631.3633013826,43187.2491909568,0,0,0,-0.234208411298512,0.972186412205513,8.33333333333333
89631.9970145041,43186.9581470932,0,0,0,-0.278000136340735,0.960581034683973,8.33333333333333
89632.5700919866,43186.5697239638,0,0,0,-0.310215184916115,0.950666365791628,8.33333333333333
89633.0936972401,43186.1007294309,0,0,0,-0.330422431021357,0.943833151080177,8.33333333333333
89633.5896480599,43185.5841142208,0,0,0,-0.339995092277373,0.94042720995689,8.33333333333333
89634.0797871573,43185.0528668115,0,0,0,-0.340182199265275,0.940359543633732,8.33333333333333
89634.5859572442,43184.5399756813,0,0,0,-0.332126890084434,0.943234715690025,8.33333333333333
89635.1267135052,43184.0737655988,0,0,0,-0.316919570603555,0.948452416185682,8.33333333333333
89635.7023979128,43183.6567239389,0,0,0,-0.295714926697295,0.955276233415452,8.33333333333333
89636.307080647,43183.2824408662,0,0,0,-0.269708016263435,0.962942150891341,8.33333333333333
89636.9348260799,43182.9444983063,0,0,0,-0.24012842925488,0.97074112793452,8.33333333333333
89637.5798484113,43182.6369211585,0,0,0,-0.208230148975612,0.978079856176168,8.33333333333333
89638.2390311169,43182.3616261848,0,0,0,-0.174892270988044,0.984587575357644,8.33333333333333
89638.9115556852,43182.1273243497,0,0,0,-0.140659021780003,0.990058099099186,8.33333333333333
89639.5966786576,43181.9429485152,0,0,0,-0.106080136776799,0.994357583860764,8.33333333333333
89640.2936074623,43181.8171791226,0,0,0,-0.0717183950972013,0.997424920384829,8.33333333333333
89641.0000621639,43181.7510521806,0,0,0,-0.0381850812572497,0.999270683833653,8.33333333333333
89641.7120445015,43181.7367722176,0,0,0,-0.00614059374317831,0.999981146376511,8.33333333333333
89642.425460607,43181.7660523805,0,0,0,0.0237586904042328,0.999717722474837,8.33333333333333
89643.1362393547,43181.8306545041,0,0,0,0.0508767190456427,0.998704941140851,8.33333333333333
89643.8416729796,43181.9252591518,0,0,0,0.0751084198369867,0.997175373377016,8.33333333333333
89644.5411662417,43182.0490694508,0,0,0,0.0971584306522924,0.995268928156196,8.33333333333333
89645.234305543,43182.2016773952,0,0,0,0.117801174087658,0.99303720140968,8.33333333333333
89645.920677083,43182.3826749091,0,0,0,0.137807596268864,0.990459018036889,8.33333333333333
89646.5996614372,43182.5915833927,0,0,0,0.157582795049249,0.987505778567633,8.33333333333333
89647.2700465261,43182.8277209797,0,0,0,0.176494335983812,0.984301655675552,8.33333333333333
89647.9305141356,43183.090369402,0,0,0,0.193734591817293,0.981053978093656,8.33333333333333
89648.5797460517,43183.3788103915,0,0,0,0.208508176695764,0.978020623632758,8.33333333333333
89649.2170910839,43183.6914083525,0,0,0,0.220154346438331,0.975465049986063,8.33333333333333
89649.8454253552,43184.0216767296,0,0,0,0.228672749485835,0.97350335060676,8.33333333333333
89650.4687866216,43184.3615314249,0,0,0,0.234274240366068,0.97217055103562,8.33333333333333
89651.0912133482,43184.7028873653,0,0,0,0.237163389472495,0.97146977652108,8.33333333333333
89651.7164857817,43185.0382133528,0,0,0,0.237513816712403,0.971384160294323,8.33333333333333
89652.3457051877,43185.3657245697,0,0,0,0.235233970198698,0.97193877341351,8.33333333333333
89652.9783863332,43185.6870392171,0,0,0,0.230072804183573,0.973173419681768,8.33333333333333
89653.6140232448,43186.0038199847,0,0,0,0.22177047883355,0.975098894839871,8.33333333333333
89654.2521832383,43186.3175083679,0,0,0,0.210053908983116,0.97768980526592,8.33333333333333
89654.8944772505,43186.6233780121,0,0,0,0.194488275860373,0.980904842761447,8.33333333333333
89655.5447810271,43186.9098671469,0,0,0,0.174458150574244,0.984664589440594,8.33333333333333
89656.207087987,43187.1650588517,0,0,0,0.149328354141588,0.988787663075023,8.33333333333333
89656.8853577931,43187.3770610765,0,0,0,0.11846344813757,0.992958413759286,8.33333333333333
89657.580350036,43187.536339487,0,0,0,0.0818226844800091,0.99664690252089,8.33333333333333
89658.2870359004,43187.6376244709,0,0,0,0.0404651189804409,0.999180951652852,8.33333333333333
89658.9997774288,43187.6760952132,0,0,0,-0.00438782535170691,0.999990373448006,8.33333333333333
89659.7129358421,43187.6469328197,0,0,0,-0.0514714258587413,0.998674467642018,8.33333333333333
89660.4203372408,43187.5465694378,0,0,0,-0.0998523681734953,0.995002263600513,8.33333333333333
89661.1143510281,43187.3748427839,0,0,0,-0.149554835227106,0.988753432995402,8.33333333333333
89661.7871010612,43187.1321646295,0,0,0,-0.200738599170823,0.979644841155679,8.33333333333333
89662.430711197,43186.818946746,0,0,0,-0.253523534920167,0.967329218643572,8.33333333333333
89663.03706654,43186.4362206841,0,0,0,-0.307845041293969,0.951436508943563,8.33333333333333
89663.5969255479,43185.9879426625,0,0,0,-0.362971369414775,0.931800292436723,8.33333333333333
89664.1007146652,43185.4789307743,0,0,0,-0.417992533541403,0.908450461997592,8.33333333333333
89664.5388602896,43184.9140032349,0,0,0,-0.472034354928116,0.881580153909783,8.33333333333333
89664.9024383352,43184.2984993048,0,0,0,-0.524351488257431,0.851501918237544,8.33333333333333
89665.1870523407,43183.6413903255,0,0,0,-0.574728930670119,0.818343849644379,8.33333333333333
89665.390233132,43182.9531937174,0,0,0,-0.623149127203063,0.782103040056783,8.33333333333333
89665.5095186424,43182.244432602,0,0,0,-0.669570989108592,0.742748066671426,8.33333333333333
89665.5425149682,43181.5256945754,0,0,0,-0.713920071493171,0.700227199928127,8.33333333333333
89665.4877923013,43180.8084791516,0,0,0,-0.756040620296815,0.654524698129266,8.33333333333333
89665.3446354403,43180.1049617769,0,0,0,-0.795719395661268,0.605665454990184,8.33333333333333
89665.1123460427,43179.4273338441,0,0,0,-0.832725831413203,0.55368555128086,8.33333333333333
89664.7903717226,43178.7877387826,0,0,0,-0.86680181278374,0.498652802413485,8.33333333333333
89664.3833367552,43178.196618915,0,0,0,-0.897344892524491,0.441329971631443,8.33333333333333
89663.9023156944,43177.6622969316,0,0,0,-0.923561757824241,0.383449709198739,8.33333333333333
89663.3587876434,43177.1929625836,0,0,0,-0.945038605184142,0.326958766072439,8.33333333333333
89662.7642237767,43176.7967258037,0,0,0,-0.961760965153784,0.273890207759352,8.33333333333333
89662.129455828,43176.4752593793,0,0,0,-0.974138831173845,0.225950298958103,8.33333333333333
89661.4642166678,43176.219174017,0,0,0,-0.982889465645275,0.184196358062655,8.33333333333333
89660.7781308217,43176.0179897361,0,0,0,-0.988755484742784,0.149541269859066,8.33333333333333
89660.0808204513,43175.8612258721,0,0,0,-0.992429121685449,0.122818721824677,8.33333333333333
89659.379942884,43175.7378335852,0,0,0,-0.99456626880634,0.104105412696151,8.33333333333333
89658.6776287663,43175.6351658727,0,0,0,-0.995807283772105,0.0914759727273936,8.33333333333333
89657.9750441418,43175.5402967954,0,0,0,-0.996580480604997,0.0826277536734055,8.33333333333333
89657.2733550537,43175.4403004141,0,0,0,-0.997165392061542,0.075240819205747,8.33333333333333
89656.5733280215,43175.325768351,0,0,0,-0.997719626235945,0.0674947955297681,8.33333333333333
89655.8736326946,43175.2057538561,0,0,0,-0.998184471241143,0.0602309004833883,8.33333333333333
89655.1722531767,43175.0953459805,0,0,0,-0.998477328770993,0.0551636105629544,8.33333333333333
89654.4671731837,43175.0096371934,0,0,0,-0.998540446710471,0.0540090389032604,8.33333333333333
89653.7568441744,43174.9607643583,0,0,0,-0.998296766503816,0.0583400890299771,8.33333333333333
89653.0439749253,43174.9339629424,0,0,0,-0.997655448248538,0.0684368802620954,8.33333333333333
89652.3335477989,43174.9001019372,0,0,0,-0.99647548186477,0.0838845280273686,8.33333333333333
