x,y,z,qx,qy,qz,qw,speed
89631.3,43165.8,-6.05746e-05,0,0,0.824847,0.565356,9.44444
89629.9,43168,-6.05892e-05,0,0,0.871953,0.48959,9.44444
89628.2,43170.5,-2.92239e-05,0,0,0.919924,0.392096,9.44444
89626,43172.8,0,0,0,0.946162,0.323693,8.33333
89623.4,43174.8,0,0,0,0.875171,0.483814,8.33333
89621.3,43177.2,0,0,0,0.795984,0.605318,8.33333
89620.1,43180,0,0,0,0.656916,0.753964,8.33333
89619.9,43182.9,0,0,0,0.493401,0.869802,8.33333
89621.5,43185.5,0,0,0,0.328683,0.94444,8.33333
89623.9,43187.4,0,0,0,0.129383,0.991595,8.33333
89626.7,43188.2,0,0,0,-0.0738567,0.997269,8.33333
89629.7,43187.7,0,0,0,-0.160747,0.986996,8.33333
89632.1,43186.9,0,0,0,-0.370201,0.928952,9.44444
89634.6,43184.5,0,0,0,-0.285239,0.958457,9.44444
89637.2,43182.8,0,0,0,-0.163097,0.98661,9.44444
89640,43181.9,0,0,0,-0.0102367,0.999948,9.44444
89642.9,43181.8,0,0,0,0.0930897,0.995658,9.44444
89645.8,43182.4,0,0,0,0.178075,0.984017,9.44444
89648.6,43183.4,0,0,0,0.241002,0.970525,9.44444
89651.3,43184.8,0,0,0,0.233975,0.972243,8.33333
89654,43186.2,0,0,0,0.197508,0.980301,8.33333
89656.7,43187.3,0,0,0,0.056364,0.99841,8.33333
89659.6,43187.7,0,0,0,-0.145469,0.989363,8.33333
89661.6,43186.3,0,0,0,-0.469842,0.882751,8.33333
89663,43184.2,0,0,0,-0.354276,0.935141,8.33333
89663.9,43182.1,0,0,0,-0.587607,0.809146,8.33333
89663.7,43179.6,0,0,0,-0.826948,0.562278,8.33333
89662.7,43177,0,0,0,-0.979754,0.200207,8.33333
89660.2,43175.9,0,0,0,-0.997178,0.0750719,8.33333
89657.2,43175.4,0,0,0,-0.997254,0.0740582,8.33333
89654.4,43174.8,0,0,0,1,0.000775384,8.33333
89651.6,43174.5,0,0,0,-0.98186,0.189609,8.33333
89648.8,43173.4,0,0,0,-0.932922,0.360079,8.33333
89646.7,43171.6,0,0,0,-0.865474,0.500953,8.33333
89645.4,43169.3,0,0,0,-0.70788,0.706333,8.33333
89645.9,43166.7,0,0,0,-0.629392,0.777088,8.33333
89647.3,43164,0,0,0,-0.510601,0.859818,8.33333
89649.2,43162.2,0,0,0,-0.298436,0.95443,8.33333
89651.9,43160.9,0,0,0,-0.18285,0.983141,8.33333
89654.7,43160.3,0,0,0,-0.124048,0.992276,8.33333
89657.6,43159.9,0,0,0,0.100637,0.994923,8.33333
89660.4,43160.5,0,0,0,0.351021,0.936368,8.33333
89662.7,43162.3,0,0,0,0.573835,0.818971,8.33333
89663.6,43165,0,0,0,0.533716,0.845664,8.33333
89664.6,43168.3,0,0,0,0.30093,0.953646,8.33333
89667.3,43170.8,0,0,0,0.0789439,0.996879,8.33333
89670.6,43171.5,0,0,0,-0.273159,0.961969,8.33333
89673.5,43170,0,0,0,-0.420175,0.907443,8.33333
89675.6,43167.7,0,0,0,-0.450137,0.892959,8.33333
89677.4,43165.3,0,0,0,-0.509104,0.860705,8.33333
89678.9,43162.7,0,0,0,-0.601335,0.798997,8.33333
89679.7,43159.8,0,0,0,-0.706537,0.707676,9.44444
89679.7,43156.9,0,0,0,-0.808032,0.589138,9.44444
89678.8,43154.1,0,0,0,-0.885312,0.464997,9.44444
89677.4,43151.5,0,0,0,-0.934092,0.357032,9.44444
89675.1,43149.4,0,0,0,-0.968015,0.250892,9.44444
89672.3,43147.9,0,0,0,-0.992494,0.122291,9.44444
89669.5,43147.2,0,0,0,-0.998649,0.0519614,9.44444
89666.5,43146.9,0,0,0,-0.998335,0.0576799,9.44444
89663.6,43146.5,0,0,0,-0.99517,0.0981627,9.44444
89660.6,43145.8,0,0,0,-0.951549,0.307498,8.33333
89658.2,43144.1,0,0,0,-0.83022,0.557436,8.33333
89656.9,43141.7,0,0,0,-0.740215,0.67237,8.33333
89656.3,43138.3,0,0,0,-0.655939,0.754814,8.33333
89656.8,43135.1,0,0,0,-0.609364,0.79289,8.33333
89657.6,43132,0,0,0,-0.76313,0.646245,8.33333
89657.2,43129.4,0,0,0,-0.752649,0.658422,9.44444
89656.7,43126,0,0,0,-0.904383,0.426722,9.44444
89654.7,43123.5,0,0,0,-0.963469,0.267819,8.33333
89652,43121.9,0,0,0,-0.995114,0.0987343,8.33333
89649.2,43121.3,0,0,0,-0.983767,0.179451,8.33333
89646.7,43121.4,0,0,0,-0.989572,0.14404,8.33333
89643.8,43121.7,0,0,0,-0.999321,0.0368472,8.33333
89641.2,43122.4,0,0,0,0.998378,0.0569328,8.33333
89639,43123.6,0,0,0,0.988561,0.150823,8.33333
89636.7,43125.2,0,0,0,0.963375,0.268159,8.33333
89634.7,43127,0,0,0,0.893899,0.448268,9.44444
89632.9,43129.4,0,0,0,0.918463,0.395507,9.44444
89631,43131.4,0,0,0,0.415344,0.909664,9.44444
