x,y,z,qx,qy,qz,qw,speed
89622.4,43175.7,0,0,0,0.912864,0.408263,8.33333
89622,43176.3,0,0,0,0.9003,0.435271,8.33333
89621.5,43176.8,0,0,0,0.885926,0.463826,8.33333
89621.2,43177.4,0,0,0,0.870414,0.49232,8.33333
89620.8,43178,0,0,0,0.853832,0.520549,8.33333
89620.5,43178.7,0,0,0,0.835105,0.550091,8.33333
89620.3,43179.3,0,0,0,0.812834,0.582496,8.33333
89620.1,43180,0,0,0,0.785333,0.619073,8.33333
89619.9,43180.7,0,0,0,0.751164,0.660115,8.33333
89619.8,43181.5,0,0,0,0.710816,0.703378,8.33333
89619.8,43182.2,0,0,0,0.665589,0.746319,8.33333
89619.9,43182.9,0,0,0,0.617252,0.786766,8.33333
89620.1,43183.5,0,0,0,0.567834,0.823143,8.33333
89620.4,43184.1,0,0,0,0.518755,0.854923,8.33333
89620.8,43184.7,0,0,0,0.471246,0.882002,8.33333
89621.3,43185.3,0,0,0,0.426565,0.904457,8.33333
89621.8,43185.8,0,0,0,0.38583,0.92257,8.33333
89622.3,43186.3,0,0,0,0.348091,0.937461,8.33333
89622.9,43186.7,0,0,0,0.310648,0.950525,8.33333
89623.4,43187.1,0,0,0,0.270575,0.962699,8.33333
89624.1,43187.5,0,0,0,0.224821,0.9744,8.33333
89624.7,43187.8,0,0,0,0.172664,0.984981,8.33333
89625.4,43188,0,0,0,0.118115,0.993,8.33333
89626.1,43188.1,0,0,0,0.0659002,0.997826,8.33333
89626.8,43188.2,0,0,0,0.0208144,0.999783,8.33333
89627.5,43188.2,0,0,0,-0.0147276,0.999892,8.33333
89628.2,43188.1,0,0,0,-0.0448722,0.998993,8.33333
89628.9,43187.9,0,0,0,-0.074909,0.99719,8.33333
89629.6,43187.7,0,0,0,-0.110098,0.993921,8.33333
89630.3,43187.6,0,0,0,-0.154529,0.987988,8.33333
89631,43187.4,0,0,0,-0.20446,0.978875,8.33333
89631.6,43187.1,0,0,0,-0.252875,0.967499,8.33333
89632.2,43186.8,0,0,0,-0.293044,0.956099,8.33333
89632.8,43186.4,0,0,0,-0.320843,0.947132,8.33333
89633.3,43185.9,0,0,0,-0.337031,0.941494,8.33333
89633.8,43185.4,0,0,0,-0.342854,0.939389,8.33333
89634.2,43184.9,0,0,0,-0.339434,0.94063,8.33333
89634.8,43184.4,0,0,0,-0.327794,0.944749,8.33333
89635.3,43183.9,0,0,0,-0.309096,0.951031,8.33333
89635.9,43183.5,0,0,0,-0.284817,0.958582,8.33333
89636.5,43183.1,0,0,0,-0.256502,0.966544,8.33333
89637.1,43182.8,0,0,0,-0.225749,0.974185,8.33333
89637.8,43182.5,0,0,0,-0.194021,0.980997,8.33333
89638.4,43182.3,0,0,0,-0.161754,0.986831,8.33333
89639.1,43182.1,0,0,0,-0.129027,0.991641,8.33333
89639.8,43181.9,0,0,0,-0.095925,0.995389,8.33333
89640.5,43181.8,0,0,0,-0.062581,0.99804,8.33333
89641.2,43181.8,0,0,0,-0.0295829,0.999562,8.33333
89641.9,43181.7,0,0,0,0.00222925,0.999998,8.33333
89642.6,43181.8,0,0,0,0.032017,0.999487,8.33333
89643.3,43181.9,0,0,0,0.0590036,0.998258,8.33333
89644,43182,0,0,0,0.0831565,0.996536,8.33333
89644.7,43182.1,0,0,0,0.105003,0.994472,8.33333
89645.4,43182.3,0,0,0,0.125085,0.992146,8.33333
89646.1,43182.5,0,0,0,0.143936,0.989587,8.33333
89646.7,43182.7,0,0,0,0.161753,0.986831,8.33333
89647.4,43182.9,0,0,0,0.178308,0.983975,8.33333
89648.1,43183.2,0,0,0,0.193349,0.98113,8.33333
89648.7,43183.5,0,0,0,0.206629,0.978419,8.33333
89649.4,43183.8,0,0,0,0.21789,0.975973,8.33333
89650,43184.1,0,0,0,0.226847,0.97393,8.33333
89650.6,43184.4,0,0,0,0.233208,0.972427,8.33333
89651.2,43184.8,0,0,0,0.236683,0.971587,8.33333
89651.8,43185.1,0,0,0,0.237022,0.971504,8.33333
89652.5,43185.4,0,0,0,0.234247,0.972177,8.33333
89653.1,43185.8,0,0,0,0.228474,0.97355,8.33333
89653.7,43186.1,0,0,0,0.219813,0.975542,8.33333
89654.4,43186.4,0,0,0,0.208332,0.978058,8.33333
89655,43186.6,0,0,0,0.193415,0.981117,8.33333
89655.6,43186.9,0,0,0,0.173849,0.984772,8.33333
89656.3,43187.2,0,0,0,0.148382,0.98893,8.33333
89657,43187.4,0,0,0,0.115735,0.99328,8.33333
89657.7,43187.6,0,0,0,0.0742514,0.99724,8.33333
89658.4,43187.8,0,0,0,0.0218411,0.999761,8.33333
89659.1,43187.8,0,0,0,-0.0435124,0.999053,8.33333
89659.8,43187.6,0,0,0,-0.123512,0.992343,8.33333
89660.4,43187.3,0,0,0,-0.214448,0.976735,8.33333
89661,43186.9,0,0,0,-0.303442,0.95285,8.33333
89661.5,43186.4,0,0,0,-0.377647,0.92595,8.33333
89662,43185.9,0,0,0,-0.427846,0.903852,8.33333
89662.4,43185.3,0,0,0,-0.460196,0.887817,8.33333
89662.7,43184.7,0,0,0,-0.486499,0.873681,8.33333
89663.1,43184.1,0,0,0,-0.517724,0.855547,8.33333
89663.4,43183.4,0,0,0,-0.559134,0.829077,8.33333
89663.7,43182.8,0,0,0,-0.605548,0.795809,8.33333
89663.9,43182.1,0,0,0,-0.651053,0.759032,8.33333
89664,43181.4,0,0,0,-0.691694,0.722191,8.33333
89663.9,43180.7,0,0,0,-0.728603,0.684936,8.33333
89663.8,43180,0,0,0,-0.76382,0.645429,8.33333
89663.6,43179.3,0,0,0,-0.798912,0.601448,8.33333
89663.5,43178.6,0,0,0,-0.834223,0.551427,8.33333
89663.2,43177.9,0,0,0,-0.868941,0.494915,8.33333
89662.9,43177.3,0,0,0,-0.902066,0.431599,8.33333
89662.5,43176.8,0,0,0,-0.932419,0.361379,8.33333
89661.9,43176.4,0,0,0,-0.957755,0.287585,8.33333
89661.2,43176.2,0,0,0,-0.976042,0.217581,8.33333
89660.5,43176,0,0,0,-0.987225,0.15933,8.33333
89659.8,43175.8,0,0,0,-0.992735,0.120324,8.33333
89659.1,43175.7,0,0,0,-0.994944,0.100427,8.33333
89658.4,43175.6,0,0,0,-0.995616,0.0935306,8.33333
89657.7,43175.5,0,0,0,-0.995642,0.0932609,8.33333
89657,43175.4,0,0,0,-0.995643,0.0932471,8.33333
89656.3,43175.2,0,0,0,-0.99594,0.090015,8.33333
89655.6,43175,0,0,0,-0.996362,0.0852163,8.33333
89654.9,43174.9,0,0,0,-0.996712,0.0810292,8.33333
89654.2,43174.8,0,0,0,-0.996824,0.0796323,8.33333
89653.5,43174.7,0,0,0,-0.996568,0.0827837,8.33333
89652.8,43174.7,0,0,0,-0.995818,0.0913545,8.33333
89652.1,43174.6,0,0,0,-0.994356,0.106094,8.33333
89651.4,43174.5,0,0,0,-0.991809,0.127727,8.33333
89650.8,43174.3,0,0,0,-0.987738,0.156124,8.33333
89650.1,43174.1,0,0,0,-0.981894,0.189429,8.33333
89649.4,43173.8,0,0,0,-0.974225,0.225577,8.33333
89648.8,43173.4,0,0,0,-0.964925,0.262526,8.33333
89648.2,43173,0,0,0,-0.954256,0.29899,8.33333
89647.7,43172.6,0,0,0,-0.941557,0.336855,8.33333
89647.2,43172.1,0,0,0,-0.925497,0.378755,8.33333
89646.7,43171.6,0,0,0,-0.904217,0.427072,8.33333
89646.2,43171,0,0,0,-0.875718,0.482823,8.33333
89645.8,43170.4,0,0,0,-0.839588,0.543223,8.33333
89645.5,43169.8,0,0,0,-0.796383,0.604792,8.33333
89645.4,43169.1,0,0,0,-0.747412,0.664361,8.33333
89645.4,43168.4,0,0,0,-0.695022,0.718988,8.33333
89645.5,43167.7,0,0,0,-0.642816,0.766021,8.33333
89645.8,43167,0,0,0,-0.595092,0.803657,8.33333
89646,43166.3,0,0,0,-0.556279,0.830996,8.33333
89646.3,43165.7,0,0,0,-0.526499,0.850175,8.33333
89646.6,43165.1,0,0,0,-0.501371,0.865233,8.33333
89647,43164.4,0,0,0,-0.475833,0.879536,8.33333
89647.4,43163.9,0,0,0,-0.444467,0.895795,8.33333
89647.9,43163.3,0,0,0,-0.404449,0.914561,8.33333
89648.4,43162.9,0,0,0,-0.359254,0.93324,8.33333
89648.9,43162.4,0,0,0,-0.313543,0.949574,8.33333
89649.5,43162,0,0,0,-0.272185,0.962245,8.33333
89650.1,43161.6,0,0,0,-0.237238,0.971452,8.33333
89650.7,43161.3,0,0,0,-0.207729,0.978187,8.33333
89651.4,43161.1,0,0,0,-0.182451,0.983215,8.33333
89652.1,43160.8,0,0,0,-0.160133,0.987096,8.33333
89652.8,43160.7,0,0,0,-0.139692,0.990195,8.33333
89653.4,43160.5,0,0,0,-0.120465,0.992718,8.33333
89654.1,43160.4,0,0,0,-0.101831,0.994802,8.33333
89654.8,43160.3,0,0,0,-0.0831572,0.996536,8.33333
89655.5,43160.1,0,0,0,-0.0634876,0.997983,8.33333
89656.2,43160,0,0,0,-0.0411266,0.999154,8.33333
89656.9,43159.9,0,0,0,-0.0142728,0.999898,8.33333
89657.6,43159.9,0,0,0,0.0188668,0.999822,8.33333
89658.3,43159.9,0,0,0,0.0595138,0.998227,8.33333
89659,43160.1,0,0,0,0.106891,0.994271,8.33333
89659.7,43160.2,0,0,0,0.159712,0.987164,8.33333
89660.4,43160.5,0,0,0,0.216618,0.976256,8.33333
89661,43160.8,0,0,0,0.276085,0.961133,8.33333
89661.6,43161.2,0,0,0,0.336093,0.941829,8.33333
89662.2,43161.7,0,0,0,0.394577,0.918863,8.33333
89662.6,43162.2,0,0,0,0.44964,0.89321,8.33333
89663.1,43162.7,0,0,0,0.380679,0.924707,8.33333
89663.6,43163.3,0,0,0,0.55935,0.828932,8.33333
89663.8,43164,0,0,0,0.558271,0.829659,8.33333
89664.2,43164.7,0,0,0,0.574313,0.818636,8.33333
89664.4,43165.4,0,0,0,0.604269,0.79678,8.33333
89664.6,43166,0,0,0,0.541732,0.840551,8.33333
89664.8,43166.6,0,0,0,0.504466,0.863431,8.33333
89665.1,43167,0,0,0,0.480966,0.876739,8.33333
89665.4,43167.5,0,0,0,0.614708,0.788755,8.33333
89665.5,43168.1,0,0,0,0.345734,0.938333,8.33333
89666,43168.4,0,0,0,0.308832,0.951117,8.33333
89666.5,43168.9,0,0,0,0.26413,0.964487,8.33333
89667.1,43169.2,0,0,0,0.220211,0.975452,8.33333
89667.5,43169.4,0,0,0,0.149201,0.988807,8.33333
89667.9,43169.5,0,0,0,0.596571,0.80256,8.33333
89668.4,43169.7,0,0,0,0.562069,0.827091,8.33333
89669.1,43170,0,0,0,0.591847,0.806051,8.33333
89669.6,43170.2,0,0,0,0.50133,0.865256,8.33333
89670.2,43170.2,0,0,0,0.399991,0.916519,8.33333
89670.7,43170.2,0,0,0,0.326813,0.945089,8.33333
89671.2,43170.2,0,0,0,0.194777,0.980847,8.33333
89672.1,43170.1,0,0,0,0.114982,0.993368,8.33333
89672.7,43169.8,0,0,0,0.025484,0.999675,8.33333
89673.2,43169.4,0,0,0,-0.00795284,0.999968,8.33333
89673.9,43169.1,0,0,0,-0.120914,0.992663,8.33333
89674.4,43168.6,0,0,0,-0.21202,0.977265,8.33333
89675,43168.2,0,0,0,-0.301612,0.953431,8.33333
89675.5,43167.8,0,0,0,-0.423001,0.906129,8.33333
89676,43167.2,0,0,0,-0.435435,0.90022,8.33333
89676.4,43166.7,0,0,0,-0.446195,0.894936,8.33333
89676.8,43166.1,0,0,0,-0.456721,0.88961,8.33333
89677.2,43165.5,0,0,0,-0.468421,0.883505,8.33333
89677.6,43165,0,0,0,-0.482596,0.875843,8.33333
89678,43164.4,0,0,0,-0.499521,0.866302,8.33333
89678.4,43163.8,0,0,0,-0.518675,0.854971,8.33333
89678.7,43163.1,0,0,0,-0.539518,0.841974,8.33333
89679,43162.5,0,0,0,-0.561525,0.82746,8.33333
89679.2,43161.8,0,0,0,-0.584402,0.811464,8.33333
89679.4,43161.1,0,0,0,-0.608191,0.793791,8.33333
89679.6,43160.5,0,0,0,-0.632935,0.774205,8.33333
89679.7,43159.8,0,0,0,-0.658653,0.752447,8.33333
89679.8,43159,0,0,0,-0.685099,0.72845,8.33333
89679.8,43158.3,0,0,0,-0.711308,0.702881,8.33333
89679.8,43157.6,0,0,0,-0.736275,0.676683,8.33333
89679.7,43156.9,0,0,0,-0.759135,0.650933,8.33333
89679.6,43156.2,0,0,0,-0.779377,0.626555,8.33333
89679.4,43155.6,0,0,0,-0.79755,0.603253,8.33333
89679.1,43154.9,0,0,0,-0.81441,0.580289,8.33333
89678.9,43154.2,0,0,0,-0.830618,0.556842,8.33333
89678.6,43153.6,0,0,0,-0.846682,0.532099,8.33333
89678.3,43152.9,0,0,0,-0.86263,0.505835,8.33333
89677.9,43152.3,0,0,0,-0.878286,0.478135,8.33333
89677.6,43151.7,0,0,0,-0.893484,0.449095,8.33333
89677.1,43151.2,0,0,0,-0.908058,0.418845,8.33333
89676.7,43150.7,0,0,0,-0.921727,0.38784,8.33333
89676.1,43150.2,0,0,0,-0.934176,0.356813,8.33333
89675.6,43149.7,0,0,0,-0.945182,0.326545,8.33333
89675,43149.3,0,0,0,-0.954615,0.297841,8.33333
89674.4,43148.9,0,0,0,-0.962553,0.271092,8.33333
89673.8,43148.6,0,0,0,-0.969366,0.245619,8.33333
89673.2,43148.3,0,0,0,-0.975375,0.220554,8.33333
89672.5,43148,0,0,0,-0.980803,0.194999,8.33333
89671.9,43147.7,0,0,0,-0.985757,0.168177,8.33333
89671.3,43147.4,0,0,0,-0.991202,0.132355,8.33333
89670.6,43147.2,0,0,0,-0.990425,0.138051,8.33333
89669.9,43147,0,0,0,-0.986843,0.161684,8.33333
89669.1,43146.7,0,0,0,-1,0.000566564,8.33333
89668.5,43146.7,0,0,0,-0.978995,0.203884,8.33333
89667.7,43146.4,0,0,0,0.993631,0.11268,8.33333
89667.1,43146.5,0,0,0,-0.992116,0.125319,8.33333
89666.4,43146.3,0,0,0,-0.999995,0.0030426,8.33333
89665.8,43146.3,0,0,0,0.999996,0.00268159,8.33333
89665,43146.3,0,0,0,-0.989558,0.144133,8.33333
89664.3,43146.1,0,0,0,0.991773,0.128012,8.33333
89663.6,43146.3,0,0,0,-0.971461,0.237199,8.33333
89662.9,43145.9,0,0,0,-0.989314,0.145801,8.33333
89662.2,43145.7,0,0,0,-0.998423,0.0561377,8.33333
89661.6,43145.7,0,0,0,-0.984045,0.177922,8.33333
89661,43145.4,0,0,0,-0.939146,0.343517,8.33333
89660.4,43145,0,0,0,-0.93536,0.353697,8.33333
89659.8,43144.4,0,0,0,-0.937964,0.346733,8.33333
89659.4,43144.1,0,0,0,-0.855145,0.518388,8.33333
89659.1,43143.6,0,0,0,0.996077,0.0884875,8.33333
89658.5,43143.3,0,0,0,-0.99884,0.0481475,8.33333
89658.1,43142.9,0,0,0,-0.81098,0.585074,8.33333
89657.9,43142.3,0,0,0,-0.977463,0.211105,8.33333
89657.6,43141.6,0,0,0,-0.979315,0.20234,8.33333
89657.3,43141.1,2.89204e-05,0,0,-0.949165,0.314778,8.33333
89656.9,43140.4,0,0,0,-0.911724,0.410803,8.33333
89656.9,43139.7,0,0,0,-0.917544,0.397634,8.33333
89656.6,43139.1,0,0,0,-0.838307,0.545199,8.33333
89656.4,43138.4,0,0,0,-0.761667,0.647969,8.33333
89656.3,43137.7,0,0,0,-0.695235,0.718782,8.33333
89656.4,43137,0,0,0,-0.673665,0.739037,8.33333
89656.5,43136.3,0,0,0,-0.653811,0.756658,8.33333
89656.6,43135.6,0,0,0,-0.638494,0.769627,8.33333
89656.8,43134.9,0,0,0,-0.630635,0.77608,8.33333
89657.1,43134.3,0,0,0,-0.631816,0.775118,8.33333
89657.3,43133.6,0,0,0,-0.640802,0.767706,8.33333
89657.5,43132.9,0,0,0,-0.655869,0.754875,8.33333
89657.6,43132.2,0,0,0,-0.675236,0.737602,8.33333
