x,y,z,qx,qy,qz,qw,speed
89637.3,43183,0,0,0,-0.194849,0.980833,8.33333
89640.1,43182.1,0,0,0,-0.0546767,0.998504,8.33333
89642.9,43182,0,0,0,0.0698502,0.997557,8.33333
89645.8,43182.4,0,0,0,0.178075,0.984017,8.33333
89648.6,43183.4,0,0,0,0.241111,0.970498,8.33333
89651.3,43184.8,0,0,0,0.233975,0.972243,8.33333
89653.8,43186.8,0,0,0,0.0119099,0.999929,8.33333
89656.7,43187.7,0,0,0,-0.306122,0.951992,8.33333
89659.3,43187,0,0,0,-0.524247,0.851566,8.33333
89660.7,43184.8,0,0,0,-0.555909,0.831243,8.33333
89661.3,43183.1,0,0,0,-0.711712,0.702472,8.33333
89661.3,43181.5,0,0,0,-0.746306,0.665603,8.33333
89661.1,43179.8,0,0,0,-0.83205,0.5547,8.33333
89660.6,43178.6,0,0,0,-0.938985,0.343958,8.33333
89659.3,43177.5,0,0,0,-0.988034,0.154233,8.33333
89657.2,43176.4,0,0,0,-0.98351,0.180856,8.33333
89654.6,43175.4,0,0,0,-0.975561,0.219727,8.33333
89652.2,43174.2,0,0,0,-0.972584,0.232554,8.33333
89649.7,43173,0,0,0,-0.957439,0.288637,8.33333
89647.1,43171.2,0,0,0,-0.94172,0.336398,8.33333
89646.2,43169.4,0,0,0,-0.768043,0.640398,8.33333
89646.4,43166.9,0,0,0,-0.590257,0.807216,8.33333
89647.8,43164.7,0,0,0,-0.525216,0.850969,8.33333
89649.7,43163.1,0,0,0,-0.368935,0.929455,8.33333
89652.1,43161.8,0,0,0,-0.320872,0.947123,8.33333
89654.5,43160.7,0,0,0,-0.176196,0.984355,8.33333
89657.5,43160.1,0,0,0,0.0673135,0.997732,8.33333
89660.4,43160.5,0,0,0,0.351021,0.936368,8.33333
89662.4,43162.3,0,0,0,0.53549,0.844542,8.33333
89663.5,43165.1,0,0,0,0.532031,0.846725,8.33333
89664.9,43168,0,0,0,0.299328,0.95415,8.33333
89667.3,43169.6,0,0,0,-0.0205393,0.999789,8.33333
89670.2,43169.2,-2.85458e-05,0,0,-0.309486,0.950904,8.33333
89672.4,43167.6,-2.80833e-05,0,0,-0.27788,0.960616,8.33333
89674.2,43166.1,-6.10218e-05,0,0,-0.369712,0.929146,8.33333
89676.1,43164.3,-2.97537e-05,0,0,-0.454137,0.890932,8.33333
89677.7,43162.1,-2.95745e-05,0,0,-0.579907,0.814683,8.33333
89678.6,43159.5,-2.92239e-05,0,0,-0.67945,0.733722,8.33333
89678.8,43156.9,-3.04884e-05,0,0,-0.768835,0.639448,8.33333
89678.3,43154.2,-3.03428e-05,0,0,-0.837007,0.547193,8.33333
89677.1,43151.6,0,0,0,-0.940498,0.339798,8.33333
89674.8,43149.7,0,0,0,-0.97392,0.226892,8.33333
89672.1,43148.4,0,0,0,-0.989185,0.146673,8.33333
89669.3,43147.5,0,0,0,-0.997181,0.07503,8.33333
89666.4,43147.1,0,0,0,-0.996143,0.0877477,8.33333
89663.3,43146.5,0,0,0,-0.996104,0.0881856,8.33333
89660.9,43145.5,0,0,0,-0.964979,0.262329,8.33333
89658.4,43143.7,0,0,0,-0.844381,0.535743,8.33333
89657,43140.8,0,0,0,-0.795063,0.606527,8.33333
89656.4,43137.9,-3.02216e-05,0,0,-0.751107,0.660181,8.33333
89656,43134.8,-3.04029e-05,0,0,-0.737971,0.674833,8.33333
89655.8,43132.1,0,0,0,-0.753743,0.65717,8.33333
89655.4,43129.2,0,0,0,-0.759729,0.65024,8.33333
89654.9,43126,0,0,0,-0.791755,0.610839,8.33333
89653.7,43123.9,0,0,0,-0.853573,0.520973,8.33333
89651.6,43122.1,0,0,0,-0.937237,0.348693,8.33333
89649.5,43121.4,0,0,0,-0.981534,0.19129,8.33333
89646.8,43121.4,0,0,0,-0.990631,0.136567,8.33333
89643.9,43121.7,0,0,0,0.997577,0.0695756,8.33333
89641.3,43122.3,0,0,0,0.994305,0.106573,8.33333
89639,43123.4,-1.42993e-05,0,0,0.939799,0.341727,8.33333
89637.1,43125,-2.94697e-05,0,0,0.928174,0.372146,8.33333
89635.4,43126.9,-0.000110092,0,0,0.900099,0.435686,8.33333
89633.5,43129.3,0,0,0,0.965947,0.258738,8.33333
89633.4,43129.5,0,0,0,-0.951865,0.306518,8.33333
