x,y,z,qx,qy,qz,qw,speed
89629.7,43187.7,0,0,0,-0.160747,0.986996,8.33333
89632.1,43186.9,0,0,0,-0.370201,0.928952,9.44444
89634.6,43184.5,0,0,0,-0.285239,0.958457,9.44444
89637.2,43182.8,0,0,0,-0.163097,0.98661,9.44444
89640,43181.9,0,0,0,-0.0102367,0.999948,9.44444
89642.9,43181.8,0,0,0,0.0930897,0.995658,9.44444
89645.8,43182.4,0,0,0,0.178075,0.984017,9.44444
89648.6,43183.4,0,0,0,0.241002,0.970525,9.44444
89651.3,43184.8,0,0,0,0.233975,0.972243,8.33333
89654,43186.2,0,0,0,0.197508,0.980301,8.33333
89656.7,43187.3,0,0,0,0.056364,0.99841,8.33333
89659.6,43187.7,0,0,0,-0.145469,0.989363,8.33333
89661.6,43186.3,0,0,0,-0.469842,0.882751,8.33333
89663,43184.2,0,0,0,-0.354276,0.935141,8.33333
89663.9,43182.1,0,0,0,-0.587607,0.809146,8.33333
89663.7,43179.6,0,0,0,-0.826948,0.562278,8.33333
89662.7,43177,0,0,0,-0.979754,0.200207,8.33333
89660.2,43175.9,0,0,0,-0.997178,0.0750719,8.33333
89657.2,43175.4,0,0,0,-0.997254,0.0740582,8.33333
89654.4,43174.8,0,0,0,1,0.000775384,8.33333
89651.6,43174.5,0,0,0,-0.98186,0.189609,8.33333
89648.8,43173.4,0,0,0,-0.932922,0.360079,8.33333
89646.7,43171.6,0,0,0,-0.865474,0.500953,8.33333
89645.4,43169.3,0,0,0,-0.70788,0.706333,8.33333
89645.4,43166.5,0,0,0,-0.42182,0.906679,8.33333
89646.8,43163.9,0,0,0,-0.304305,0.952575,8.33333
89648.7,43161.4,0,0,0,-0.0523243,0.99863,8.33333
89651.6,43160.5,0,0,0,-0.096337,0.995349,8.33333
89654.5,43159.9,0,0,0,-0.0527849,0.998606,8.33333
89657.5,43159.6,0,0,0,0.141186,0.989983,8.33333
89660.4,43160.5,0,0,0,0.351021,0.936368,8.33333
89662.7,43162.3,0,0,0,0.573835,0.818971,8.33333
89663.7,43165,0,0,0,0.547483,0.836817,8.33333
89664.8,43168.4,0,0,0,0.28221,0.959353,8.33333
89667.6,43170.4,0,0,0,0.0453428,0.998971,8.33333
89670.5,43170.7,0,0,0,-0.216619,0.976256,8.33333
89673.1,43169.5,0,0,0,-0.323006,0.946397,8.33333
89675.5,43167.6,0,0,0,-0.424476,0.905439,8.33333
89677.4,43165.3,0,0,0,-0.509104,0.860705,8.33333
89678.9,43162.7,0,0,0,-0.601335,0.798997,8.33333
89679.7,43159.8,0,0,0,-0.706537,0.707676,9.44444
89679.7,43156.9,0,0,0,-0.808032,0.589138,9.44444
89678.8,43154.1,0,0,0,-0.885312,0.464997,9.44444
89677.1,43151.6,0,0,0,-0.940498,0.339798,9.44444
89674.8,43149.7,0,0,0,-0.97392,0.226892,9.44444
89672.1,43148.4,0,0,0,-0.989185,0.146673,9.44444
89669.3,43147.5,0,0,0,-0.997181,0.07503,9.44444
89666.4,43147.1,0,0,0,-0.996143,0.0877477,9.44444
89663.3,43146.5,0,0,0,-0.997431,0.0716313,9.44444
89660.5,43145.9,0,0,0,-0.917058,0.398753,8.33333
89657.8,43144.2,0,0,0,-0.87949,0.475917,8.33333
89656.1,43141.6,0,0,0,-0.718881,0.695133,8.33333
89656,43138.2,0,0,0,-0.695797,0.718238,8.33333
89656.1,43134.7,0,0,0,-0.667034,0.745027,8.33333
89656.4,43132.1,0,0,0,-0.717595,0.69646,8.33333
89656.3,43129.3,0,0,0,-0.771424,0.636321,9.44444
89655.4,43126.4,0,0,0,-0.865273,0.501301,9.44444
89653.9,43124.4,0,0,0,-0.928328,0.371763,8.33333
89651.7,43122.3,0,0,0,-0.93443,0.356147,8.33333
89649.2,43121.3,0,0,0,-0.983767,0.179451,8.33333
89646.7,43121.4,0,0,0,-0.989572,0.14404,8.33333
89643.8,43121.7,0,0,0,-0.999321,0.0368472,8.33333
89641.2,43122.4,0,0,0,0.998378,0.0569328,8.33333
89639,43123.6,0,0,0,0.988561,0.150823,8.33333
89636.7,43125.2,0,0,0,0.963375,0.268159,8.33333
89635,43127.3,0,0,0,0.902619,0.43044,9.44444
89633.2,43129.5,0,0,0,0.904394,0.426698,9.44444
89631.4,43131.7,0,0,0,-0.925134,0.379642,9.44444
